Dist,First,Last,Party,2007 PVI,2007 Raw PVI,Rank
CO-07,Ed,Perlmutter,D,D+2,D+2.2,173
CT-01,John B.,Larson,D,D+13,D+12.62,81
CT-02,Joe,Courtney,D,D+7,D+6.5,135
CT-03,Rosa,DeLauro,D,D+10,D+9.87,108
CT-04,Chris,Shays,R,D+4,D+4.49,151
CT-05,Chris,Murphy,D,D+2,D+2.18,174
DE-00,Mike,Castle,R,D+5,D+5.43,145
FL-01,Jeff,Miller,R,R+21,R+20.57,425
FL-02,Allen,Boyd,D,R+3,R+2.96,227
FL-03,Corrine,Brown,D,D+16,D+15.86,66
FL-04,Ander,Crenshaw,R,R+18,R+17.62,408
FL-05,Ginny,Brown-Waite,R,R+7,R+6.57,286
FL-06,Cliff,Stearns,R,R+9,R+9.42,321
FL-07,John,Mica,R,R+5,R+5.23,259
FL-08,Ric,Keller,R,R+4,R+3.56,239
FL-09,Michael,Bilirakis,R,R+5,R+5.4,264
FL-10,Bill,Young,R,EVEN,D+0.18,191
FL-11,Kathy,Castor,D,D+10,D+9.94,106
FL-12,Adam,Putnam,R,R+7,R+6.53,284
FL-13,Vern,Buchanan,R,R+5,R+4.88,253
FL-14,Connie,Mack IV,R,R+11,R+10.99,341
FL-15,Dave,Weldon,R,R+5,R+5.35,262
FL-16,Tim,Mahoney,D,R+3,R+3.08,230
FL-17,Kendrick,Meek,D,D+35,D+34.59,12
FL-18,Ileana,Ros-Lehtinen,R,R+4,R+4.12,243
FL-19,Robert,Wexler,D,D+19,D+18.75,56
FL-20,Debbie,Wasserman Schultz,D,D+16,D+15.97,65
FL-21,Lincoln,Díaz-Balart,R,R+6,R+6.32,279
FL-22,Ron,Klein,D,D+3,D+3.32,162
FL-23,Alcee,Hastings,D,D+28,D+27.57,26
FL-24,Tom,Feeney,R,R+4,R+3.91,242
FL-25,Mario,Díaz-Balart,R,R+5,R+5.12,257
GA-01,Jack,Kingston,R,R+15,R+14.51,382
GA-02,Sanford,Bishop,D,D+1,D+1.32,182
GA-03,Lynn,Westmoreland,R,R+19,R+18.82,416
GA-04,Hank,Johnson,D,D+22,D+21.96,40
GA-05,John,Lewis,D,D+25,D+24.73,34
GA-06,David,Price,R,R+19,R+19.02,420
GA-07,John,Linder,R,R+19,R+18.93,419
GA-08,Jim,Marshall,D,R+10,R+9.5,323
GA-09,Nathan,Deal,R,R+25,R+24.63,430
GA-10,Charlie,Norwood,R,R+14,R+13.69,374
GA-11,Phil,Gingrey,R,R+19,R+18.91,418
GA-12,John,Barrow,D,D+1,D+1,185
GA-13,David,Scott,D,D+10,D+10.07,103
HI-01,Neil,Abercrombie,D,D+5,D+5.08,148
HI-02,Mazie,Hirono,D,D+8,D+8.09,122
ID-01,Bill,Sali,R,R+19,R+18.88,417
ID-02,Mike,Simpson,R,R+19,R+18.79,415
IL-01,Bobby,Rush,D,D+34,D+34.31,14
IL-02,Jesse,Jackson Jr.,D,D+35,D+34.71,11
IL-03,Bill,Lipinski,D,D+10,D+9.92,107
IL-04,Luis,Gutiérrez,D,D+30,D+30.18,23
IL-05,Rahm,Emanuel,D,D+18,D+17.64,60
IL-06,Peter,Roskam,R,R+3,R+2.91,224
IL-07,Danny K.,Davis,D,D+34,D+34.42,13
IL-08,Melissa,Bean,D,R+5,R+5.24,260
IL-09,Jan,Schakowsky,D,D+19,D+19.29,49
IL-10,Mark,Kirk,R,D+3,D+3.43,159
IL-11,Jerry,Weller,R,R+2,R+2.14,216
IL-12,Jerry,Costello,D,D+4,D+3.78,156
IL-13,Judy,Biggert,R,R+5,R+4.74,251
IL-14,Dennis,Hastert,R,R+5,R+5.05,255
IL-15,Tim,Johnson,R,R+7,R+7.34,296
IL-16,Donald,Manzullo,R,R+5,R+4.84,252
IL-17,Phil,Hare,D,D+3,D+3.35,161
IL-18,Ray,LaHood,R,R+7,R+6.54,285
IL-19,John,Shimkus,R,R+9,R+9.28,318
IN-01,Pete,Visclosky,D,D+7,D+6.96,130
IN-02,Joe,Donnelly,D,R+5,R+5.1,256
IN-03,Mark,Souder,R,R+17,R+17.13,406
IN-04,Steve,Buyer,R,R+18,R+18.35,410
IN-05,Dan,Burton,R,R+20,R+20.39,424
IN-06,Mike,Pence,R,R+12,R+12.39,355
IN-07,Julia,Carson,D,D+9,D+8.77,115
IN-08,Brad,Ellsworth,D,R+10,R+9.99,328
IN-09,Baron,Hill,D,R+8,R+7.98,305
IA-01,Bruce,Braley,D,D+4,D+4.27,154
IA-02,Dave,Loebsack,D,D+7,D+6.59,133
IA-03,Leonard,Boswell,D,D+1,D+0.91,187
IA-04,Tom,Latham,R,EVEN,R+0.13,195
IA-05,Steve,King,R,R+9,R+9.12,315
KS-01,Jerry,Moran,R,R+21,R+21.47,427
KS-02,Nancy,Boyda,D,R+8,R+8.37,311
KS-03,Dennis,Moore,D,R+5,R+4.5,247
KS-04,Todd,Tiahrt,R,R+13,R+13.37,372
KY-01,Ed,Whitfield,R,R+12,R+11.8,349
KY-02,Ron,Lewis,R,R+14,R+13.93,378
KY-03,John,Yarmuth,D,D+2,D+1.95,178
KY-04,Geoff,Davis,R,R+12,R+12.48,358
KY-05,Hal,Rogers,R,R+9,R+9.23,317
KY-06,Ben,Chandler,D,R+7,R+7.37,297
LA-01,Bobby,Jindal,R,R+20,R+19.6,422
LA-02,William J.,Jefferson,D,D+27,D+27,27
LA-03,Charlie,Melançon,D,R+6,R+6.43,281
LA-04,Jim,McCrery,R,R+8,R+7.82,303
LA-05,Rodney,Alexander,R,R+11,R+10.83,340
LA-06,Richard H.,Baker,R,R+8,R+7.75,302
LA-07,Charles,Boustany,R,R+9,R+8.64,312
ME-01,Tom,Allen,D,D+6,D+6.39,136
ME-02,Mike,Michaud,D,D+3,D+3.48,158
MD-01,Wayne,Gilchrist,R,R+11,R+11.26,345
MD-02,Dutch,Ruppersberger,D,D+7,D+6.58,134
MD-03,John,Sarbanes,D,D+6,D+5.97,140
MD-04,Albert,Wynn,D,D+30,D+29.6,24
MD-05,Steny,Hoyer,D,D+9,D+8.75,116
MD-06,Roscoe,Bartlett,R,R+14,R+13.89,377
MD-07,Elijah,Cummings,D,D+25,D+24.53,35
MD-08,Chris,Van Hollen,D,D+20,D+19.98,48
MA-01,John,Olver,D,D+15,D+14.64,72
MA-02,Richard,Neal,D,D+11,D+11.46,89
MA-03,Jim,McGovern,D,D+11,D+11.37,90
MA-04,Barney,Frank,D,D+18,D+17.77,59
MA-05,Marty,Meehan,D,D+10,D+9.56,109
MA-06,John F.,Tierney,D,D+10,D+10.23,102
MA-07,Ed,Markey,D,D+18,D+18.01,58
MA-08,Mike,Capuano,D,D+32,D+31.99,19
MA-09,Stephen F.,Lynch,D,D+15,D+14.77,71
MA-10,Bill,Delahunt,D,D+8,D+7.62,125
MI-01,Bart,Stupak,D,R+3,R+2.91,225
MI-02,Pete,Hoekstra,R,R+10,R+9.82,326
MI-03,Vern,Ehlers,R,R+9,R+9.08,314
MI-04,Dave,Camp,R,R+4,R+4.47,246
MI-05,Dale,Kildee,D,D+11,D+10.79,97
MI-06,Fred,Upton,R,R+3,R+2.56,219
MI-07,Tim,Walberg,R,R+3,R+3.36,233
MI-08,Mike,Rogers,R,R+3,R+2.83,223
MI-09,Joe,Knollenberg,R,EVEN,R+0.25,197
MI-10,Candice,Miller,R,R+5,R+5.36,263
MI-11,Thaddeus,McCotter,R,R+2,R+1.78,212
MI-12,Sander,Levin,D,D+12,D+11.95,87
MI-13,Carolyn Cheeks,Kilpatrick,D,D+32,D+31.69,20
MI-14,John,Conyers,D,D+33,D+33.23,16
MI-15,John,Dingell,D,D+13,D+12.56,83
MN-01,Tim,Walz,D,R+1,R+1.1,208
MN-02,John,Kline,R,R+3,R+3.37,234
MN-03,Jim,Ramstad,R,R+1,R+0.74,204
MN-04,Betty,McCollum,D,D+13,D+12.82,80
MN-05,Keith,Ellison,D,D+22,D+21.92,41
MN-06,Michele,Bachmann,R,R+6,R+5.93,275
MN-07,Collin,Peterson,D,R+6,R+5.68,269
MN-08,Jim,Oberstar,D,D+4,D+4.09,155
MS-01,Roger,Wicker,R,R+11,R+11.15,342
MS-02,Bennie,Thompson,D,D+10,D+9.94,105
MS-03,Chip,Pickering,R,R+15,R+14.61,383
MS-04,Gene,Taylor,D,R+17,R+17.28,407
MO-01,Lacy,Clay,D,D+26,D+25.64,33
MO-02,Todd,Akin,R,R+9,R+9.2,316
MO-03,Russ,Carnahan,D,D+7,D+7.47,128
MO-04,Ike,Skelton,D,R+12,R+12.46,357
MO-05,Emanuel,Cleaver,D,D+11,D+11.06,95
MO-06,Sam,Graves,R,R+6,R+5.91,273
MO-07,Roy,Blunt,R,R+16,R+15.66,393
MO-08,Jo Ann,Emerson,R,R+12,R+12.24,352
MO-09,Kenny,Hulshof,R,R+8,R+7.55,300
MT-00,Denny,Rehberg,R,R+10,R+10.42,336
NE-01,Jeff,Fortenberry,R,R+12,R+12.46,356
NE-02,Lee,Terry,R,R+10,R+9.75,325
NE-03,Adrian,Smith,R,R+25,R+24.52,429
NV-01,Shelley,Berkley,D,D+8,D+8.49,120
NV-02,Dean,Heller,R,R+8,R+7.97,304
NV-03,Jon,Porter,R,EVEN,D+0.42,188
NH-01,Carol,Shea-Porter,D,EVEN,R+0.4,199
NH-02,Paul,Hodes,D,D+3,D+2.86,164
NJ-01,Rob,Andrews,D,D+13,D+12.58,82
NJ-02,Frank,LoBiondo,R,D+2,D+2.05,176
NJ-03,Jim,Saxton,R,D+1,D+1.25,183
NJ-04,Chris,Smith,R,R+3,R+3.3,232
NJ-05,Scott,Garrett,R,R+6,R+5.63,268
NJ-06,Frank,Pallone,D,D+9,D+9.43,112
NJ-07,Mike,Ferguson,R,R+2,R+1.64,211
NJ-08,Bill,Pascrell,D,D+11,D+10.61,100
NJ-09,Steve,Rothman,D,D+11,D+11.27,92
NJ-10,Donald M.,Payne,D,D+33,D+33.45,15
NJ-11,Rodney,Frelinghuysen,R,R+7,R+6.51,283
NJ-12,Rush,Holt Jr.,D,D+6,D+6.32,138
NJ-13,Albio,Sires,D,D+21,D+21.16,44
NM-01,Heather,Wilson,R,D+2,D+2.26,171
NM-02,Steve,Pearce,R,R+7,R+6.76,290
NM-03,Tom,Udall,D,D+5,D+5.03,149
NY-01,Tim,Bishop,D,D+2,D+1.74,180
NY-02,Steve,Israel,D,D+6,D+6.04,139
NY-03,Peter T.,King,R,EVEN,D+0.07,192
NY-04,Carolyn,McCarthy,D,D+8,D+7.56,126
NY-05,Gary,Ackerman,D,D+16,D+15.64,67
NY-06,Gregory,Meeks,D,D+37,D+36.89,7
NY-07,Joe,Crowley,D,D+26,D+26.27,28
NY-08,Jerry,Nadler,D,D+26,D+25.67,32
NY-09,Anthony,Weiner,D,D+10,D+10.3,101
NY-10,Edolphus,Towns,D,D+39,D+38.96,3
NY-11,Yvette,Clarke,D,D+39,D+38.63,4
NY-12,Nydia,Velázquez,D,D+33,D+32.81,17
NY-13,Vito,Fossella,R,R+2,R+1.88,213
NY-14,Carolyn,Maloney,D,D+26,D+26.05,30
NY-15,Charles,Rangel,D,D+42,D+42.1,1
NY-16,José E.,Serrano,D,D+42,D+41.83,2
NY-17,Eliot,Engel,D,D+19,D+19.15,51
NY-18,Nita,Lowey,D,D+9,D+9.25,113
NY-19,John,Hall,D,R+3,R+2.63,220
NY-20,Kirsten,Gillibrand,D,R+3,R+2.99,228
NY-21,Michael R.,McNulty,D,D+8,D+7.64,124
NY-22,Maurice,Hinchey,D,D+5,D+5.37,146
NY-23,John M.,McHugh,R,R+1,R+0.94,206
NY-24,Mike,Arcuri,D,R+2,R+1.57,210
NY-25,James T.,Walsh,R,D+3,D+2.57,169
NY-26,Thomas M.,Reynolds,R,R+5,R+4.58,248
NY-27,Brian,Higgins,D,D+6,D+5.87,142
NY-28,Louise,Slaughter,D,D+14,D+14.4,73
NY-29,Randy,Kuhl,R,R+6,R+6.02,276
NC-01,G. K.,Butterfield,D,D+8,D+8.38,121
NC-02,Bob,Etheridge,D,R+3,R+3.24,231
NC-03,Walter B.,Jones Jr.,R,R+16,R+16.32,402
NC-04,David,Price,D,D+6,D+5.96,141
NC-05,Virginia,Foxx,R,R+16,R+15.76,394
NC-06,Howard,Coble,R,R+18,R+18.35,411
NC-07,Mike,McIntyre,D,R+4,R+4.21,244
NC-08,Robin,Hayes,R,R+4,R+3.52,238
NC-09,Sue,Myrick,R,R+13,R+12.65,360
NC-10,Patrick,McHenry,R,R+16,R+15.84,396
NC-11,Heath,Shuler,D,R+7,R+6.91,294
NC-12,Mel,Watt,D,D+12,D+12.27,86
NC-13,Brad,Miller,D,D+3,D+2.78,167
ND-00,Earl,Pomeroy,D,R+13,R+13.25,369
OH-01,Steve,Chabot,R,EVEN,R+0.29,198
OH-02,Jean,Schmidt,R,R+13,R+13.26,370
OH-03,Mike,Turner,R,R+3,R+3.44,236
OH-04,Jim,Jordan,R,R+14,R+14.26,381
OH-05,Paul,Gillmor,R,R+10,R+10.43,337
OH-06,Charlie,Wilson,D,EVEN,D+0.04,193
OH-07,Dave,Hobson,R,R+6,R+6.32,278
OH-08,John,Boehner,R,R+13,R+13.26,371
OH-09,Marcy,Kaptur,D,D+9,D+8.94,114
OH-10,Dennis,Kucinich,D,D+9,D+8.58,119
OH-11,Stephanie Tubbs,Jones,D,D+33,D+32.76,18
OH-12,Pat,Tiberi,R,R+1,R+0.55,202
OH-13,Betty,Sutton,D,D+6,D+6.33,137
OH-14,Steve,LaTourette,R,R+2,R+2.23,218
OH-15,Deborah,Pryce,R,R+1,R+0.51,201
OH-16,Ralph,Regula,R,R+4,R+3.57,240
OH-17,Tim,Ryan,D,D+14,D+13.74,76
OH-18,Zack,Space,D,R+6,R+6.48,282
OK-01,John,Sullivan,R,R+14,R+13.8,376
OK-02,Dan,Boren,D,R+7,R+6.87,293
OK-03,Frank,Lucas,R,R+19,R+19.38,421
OK-04,Tom,Cole,R,R+15,R+14.71,384
OK-05,Mary,Fallin,R,R+13,R+12.78,361
OR-01,David,Wu,D,D+6,D+5.72,144
OR-02,Greg,Walden,R,R+11,R+11.23,344
OR-03,Earl,Blumenauer,D,D+18,D+17.6,62
OR-04,Peter,DeFazio,D,EVEN,D+0.39,189
OR-05,Darlene,Hooley,D,EVEN,D+0.2,190
PA-01,Bob,Brady,D,D+36,D+35.56,9
PA-02,Chaka,Fattah,D,D+39,D+38.6,5
PA-03,Phil,English,R,R+2,R+2.17,217
PA-04,Jason,Altmire,D,R+3,R+3.41,235
PA-05,John E.,Peterson,R,R+10,R+10.13,332
PA-06,Jim,Gerlach,R,D+2,D+2.17,175
PA-07,Joe,Sestak,D,D+4,D+3.59,157
PA-08,Patrick,Murphy,D,D+3,D+2.81,166
PA-09,Bill,Shuster,R,R+16,R+15.9,397
PA-10,Chris,Carney,D,R+9,R+8.85,313
PA-11,Paul,Kanjorski,D,D+4,D+4.38,152
PA-12,John,Murtha,D,D+3,D+3.35,160
PA-13,Allyson,Schwartz,D,D+7,D+7.44,129
PA-14,Mike,Doyle,D,D+21,D+21.15,45
PA-15,Charlie,Dent,R,D+1,D+1.09,184
PA-16,Joe,Pitts,R,R+11,R+11.37,347
PA-17,Tim,Holden,D,R+7,R+7.09,295
PA-18,Tim,Murphy,D,R+3,R+3.01,229
PA-19,Todd Russell,Platts,R,R+13,R+13.09,364
RI-01,Patrick J.,Kennedy,D,D+15,D+14.8,70
RI-02,James,Langevin,D,D+11,D+10.73,98
SC-01,Henry E.,Brown Jr.,R,R+10,R+10.11,330
SC-02,Joe,Wilson,R,R+9,R+9.4,319
SC-03,Gresham,Barrett,R,R+15,R+14.86,387
SC-04,Bob,Inglis,R,R+15,R+14.87,388
SC-05,John,Spratt,D,R+6,R+6.4,280
SC-06,Jim,Clyburn,D,D+11,D+11.28,91
SD-00,Stephanie,Herseth Sandlin,D,R+10,R+10.22,333
TN-01,David,Davis,R,R+16,R+15.91,398
TN-02,Jimmy,Duncan,R,R+13,R+12.93,363
TN-03,Zach,Wamp,R,R+10,R+9.75,324
TN-04,Lincoln,Davis,D,R+6,R+5.59,267
TN-05,Jim,Cooper,D,D+4,D+4.38,153
TN-06,Bart,Gordon,D,R+7,R+6.71,289
TN-07,Marsha,Blackburn,R,R+14,R+13.76,375
TN-08,John S.,Tanner,D,R+1,R+1.07,207
TN-09,Steve,Cohen,D,D+19,D+19.24,50
TX-01,Louie,Gohmert,R,R+18,R+18.07,409
TX-02,Ted,Poe,R,R+12,R+12.32,353
TX-03,Sam,Johnson,R,R+17,R+16.71,403
TX-04,Ralph,Hall,R,R+18,R+18.47,413
TX-05,Jeb,Hensnarling,R,R+16,R+16.17,400
TX-06,Joe,Barton,R,R+16,R+15.57,392
TX-07,John,Culberson,R,R+15,R+14.74,385
TX-08,Kevin,Brady,R,R+21,R+20.83,426
TX-09,Al,Green,D,D+20,D+20.5,46
TX-10,Michael,McCaul,R,R+12,R+12.19,351
TX-11,Mike,Conaway,R,R+27,R+26.59,434
TX-12,Kay,Granger,R,R+15,R+15.4,390
TX-13,Mac,Thornberry,R,R+26,R+25.91,431
TX-14,Ron,Paul,R,R+16,R+15.56,391
TX-15,Rubén,Hinojosa,D,D+1,D+0.95,186
TX-16,Silvestre,Reyes,D,D+8,D+8.05,123
TX-17,Chet,Edwards,D,R+19,R+18.52,414
TX-18,Sheila,Jackson Lee,D,D+23,D+22.94,37
TX-19,Randy,Neugebauer,R,R+26,R+25.93,432
TX-20,Charlie,Gonzalez,D,D+7,D+6.73,132
TX-21,Lamar,Smith,R,R+16,R+15.83,395
TX-22,Nick,Lampson,D,R+14,R+14.21,380
TX-23,Ciro,Rodriguez,D,R+5,R+5.47,266
TX-24,Kenny,Marchant,R,R+15,R+15.01,389
TX-25,Lloyd,Doggett,D,D+3,D+2.82,165
TX-26,Michael C.,Burgess,R,R+13,R+13.19,367
TX-27,Solomon P.,Ortiz,D,R+3,R+2.8,222
TX-28,Henry,Cuellar,D,R+2,R+2.12,215
TX-29,Gene,Green,D,D+7,D+6.94,131
TX-30,Eddie Bernice,Johnson,D,D+26,D+25.75,31
TX-31,John,Carter,R,R+16,R+16.18,401
TX-32,Pete,Sessions,R,R+10,R+9.91,327
UT-01,Rob,Bishop,R,R+23,R+22.86,428
UT-02,Jim,Matheson,D,R+17,R+17.09,404
UT-03,Chris,Cannon,R,R+27,R+27.38,435
VT-00,Peter,Welch,D,D+10,D+9.95,104
VA-01,Jo Ann,Davis,R,R+9,R+9.5,322
VA-02,Thelma,Drake,R,R+7,R+6.77,291
VA-03,Bobby,Scott,D,D+18,D+17.64,61
VA-04,Randy,Forbes,R,R+6,R+5.74,270
VA-05,Virgil,Goode,R,R+6,R+5.82,271
VA-06,Bob,Goodlatte,R,R+12,R+12.36,354
VA-07,Eric,Cantor,R,R+11,R+10.73,339
VA-08,Jim,Moran,D,D+14,D+14.25,74
VA-09,Rick,Boucher,D,R+8,R+8.36,310
VA-10,Frank,Wolf,R,R+5,R+5.21,258
VA-11,Tom,Davis,R,EVEN,R+0.19,196
WA-01,Jay,Inslee,D,D+7,D+7.48,127
WA-02,Rick,Larsen,D,D+3,D+2.54,170
WA-03,Brian,Baird,D,EVEN,R+0.07,194
WA-04,Doc,Hastings,R,R+13,R+13.23,368
WA-05,Cathy,McMorris Rodgers,R,R+7,R+7.42,298
WA-06,Norm,Dicks,D,D+5,D+5.18,147
WA-07,Jim,McDermott,D,D+31,D+30.58,22
WA-08,Dave,Reichert,R,D+2,D+2.05,177
WA-09,Adam,Smith,D,D+5,D+4.89,150
WV-01,Alan,Mollohan,D,R+7,R+6.7,288
WV-02,Shelley Moore,Capito,R,R+6,R+5.92,274
WV-03,Nick,Rahall,D,R+1,R+1.41,209
WI-01,Paul,Ryan,R,R+3,R+2.71,221
WI-02,Tammy,Baldwin,D,D+13,D+13.05,78
WI-03,Ron,Kind,D,D+3,D+2.73,168
WI-04,Gwen,Moore,D,D+20,D+20.48,47
WI-05,Jim,Sensenbrenner,R,R+13,R+12.78,362
WI-06,Tom,Petri,R,R+6,R+5.87,272
WI-07,Dave,Obey,D,D+1,D+1.48,181
WI-08,Steve,Kagen,D,R+4,R+4.33,245
WY-00,Barbara,Cubin,R,R+20,R+19.61,423
